datetime,field1,field2,field3,field4,field5,field6
2017-04-01 10:05:49,0.67,21,44,29,77.6899824,12.9395748
2017-04-01 13:15:05,0.36,21,15,36,77.6896645,12.939410699999998
2017-04-01 13:19:21,0.36,21,15,36,77.6930251,12.939978
2017-04-01 13:23:05,0.36,21,15,36,77.6953155,12.939862
2017-04-01 13:30:33,0.36,21,15,36,77.6976205,12.9439129
2017-04-01 13:35:14,0.36,20,15,36,77.70018,12.9528644
2017-04-01 13:39:43,0.36,18,15,36,77.7009083,12.955496499999999
2017-04-01 13:44:76,0.36,17,15,36,77.7014322,12.959194199999999
2017-04-01 13:48:02,0.36,17,15,36,77.7015217,12.9599933
2017-04-01 13:52:54,0.36,15,15,36,77.701902025035,12.956887165483133
2017-04-01 13:55:30,0.37,10,15,36,77.701902025035,12.956887165483133
2017-04-01 14:00:32,0.38,10,14,36,77.701902025035,12.956887165483133
2017-04-01 14:04:40,0.38,10,14,36,77.701902025035,12.956887165483133
2017-04-01 14:09:23,0.38,10,14,36,77.7010277,12.9558867
2017-04-01 14:13:56,0.4,9,14,36,77.69985229999999,12.951584599999999
2017-04-01 14:19:01,0.4,10,14,36,77.6974348,12.9430574
2017-04-01 14:23:23,0.42,12,13,36,77.6912026,12.9353882
2017-04-01 14:28:11,0.43,14,13,36,77.6835887,12.9292046
2017-04-01 14:33:32,0.43,15,13,36,77.6780765,12.9265295
2017-04-01 14:38:10,0.44,18,13,36,77.6750421,12.924737
2017-04-01 14:42:28,0.44,18,13,36,77.6759816,12.9253556
2017-04-01 14:48:35,0.44,18,13,36,77.67775340000001,12.9267195
2017-04-01 14:53:44,0.45,18,12,36,77.6819974,12.9286025
2017-04-01 16:56:13,0.44,18,13,33,77.6901162,12.9347633
2017-04-01 17:01:04,0.44,18,13,33,77.6881316,12.9360979
2017-04-01 17:06:34,0.44,18,13,33,77.6888373,12.939214100000001
2017-04-01 17:11:15,0.44,19,13,33,77.6940079,12.9400314
2017-04-01 17:17:40,0.42,20,13,33,77.6951392,12.9391942
2017-04-01 17:23:03,0.41,20,14,33,77.695725,12.940579099999999
2017-04-01 17:27:09,0.4,22,13,33,77.6956848,12.9410673
2017-04-01 17:33:13,0.4,25,13,33,77.6956786,12.941067199999999
2017-04-01 17:38:25,0.45,25,14,33,77.69577109999999,12.941087
2017-04-01 17:43:57,0.45,25,15,33,77.6952854,12.9398224
2017-04-01 17:48:15,0.48,25,15,33,77.6948074,12.9394668
2017-04-01 17:52:46,0.49,25,15,33,77.69217859999999,12.9401382
2017-04-01 17:56:51,0.5,25,15,33,77.68953590000001,12.9394491
2017-04-01 18:02:25,0.5,26,15,33,77.6881719,12.936427199999999
2017-04-01 18:06:46,0.5,26,15,33,77.6916884,12.9362064
2017-04-01 18:10:07,0.48,26,15,33,77.69169790000001,12.9368921
2017-04-01 18:15:36,0.48,26,16,33,77.69169790000001,12.9368921
2017-04-01 18:21:43,0.48,26,16,33,77.69169790000001,12.9368921
2017-04-01 18:26:11,0.47,26,16,33,77.69169790000001,12.9368921
2017-04-01 18:32:44,0.47,26,16,33,77.6917715,12.9369229
2017-04-01 18:37:25,0.47,26,16,33,77.6908509,12.9307978
2017-04-01 18:42:54,0.47,26,16,33,77.6700629,12.9351212
2017-04-01 18:46:24,0.44,27,17,33,77.6862014,12.9228305
2017-04-01 18:53:10,0.44,26,18,33,77.65323599999999,12.923988699999999
2017-04-01 18:58:01,0.43,27,18,33,77.6512985,12.9243469
2017-04-02 08:07:15,0.46,12,95,29,77.64772690000001,12.9244754
2017-04-02 08:11:19,0.46,13,95,29,77.6309531,12.9242728
2017-04-02 08:14:23,0.46,13,95,29,77.6292854,12.9240004
2017-04-02 08:18:44,0.46,13,95,29,77.6273334,12.9247161
2017-04-02 08:23:02,0.46,13,95,29,77.6160666,12.929350300000001
2017-04-02 08:29:06,0.47,14,95,29,77.6137708,12.9314549
2017-04-02 08:33:19,0.47,15,95,29,77.6106705,12.9340629
2017-04-02 08:38:22,0.47,17,93,29,77.6098006,12.9345965
2017-04-02 08:43:44,0.48,19,95,29,77.6058618,12.9363496
2017-04-02 08:48:57,0.48,19,95,29,77.6057722,12.936521899999999
2017-04-02 08:54:02,0.49,19,95,29,77.5994997,12.9375092
2017-04-02 08:59:34,0.49,19,95,29,77.598146,12.9402638
2017-04-02 09:04:28,0.49,19,94,29,77.59712579999999,12.941949900000001
2017-04-02 09:08:56,0.49,19,94,29,77.5973357,12.9434963
2017-04-02 09:14:07,0.5,19,94,29,77.59692690000001,12.9446819
2017-04-02 09:19:35,0.5,19,94,29,77.59622490000001,12.9454531
2017-04-02 09:24:45,0.52,18,94,29,77.5928801,12.950733300000001
2017-04-02 09:28:37,0.52,18,92,29,77.5880811,12.9523588
2017-04-02 09:33:20,0.52,18,90,29,77.58256999999999,12.954836300000002
2017-04-02 09:38:12,0.52,17,87,29,77.58406670000001,12.9613152
2017-04-02 09:44:43,0.52,17,85,29,77.5814027,12.9634501
2017-04-02 09:49:23,0.53,17,81,29,77.5661365,12.9628486
2017-04-02 09:53:56,0.53,17,79,29,77.55936899999999,12.9612672
2017-04-02 09:59:01,0.53,17,79,29,77.55452659999999,12.9580992
2017-04-02 10:05:49,0.57,17,76,29,77.5509062,12.9570246
2017-04-02 13:15:05,0.57,21,30,35,77.5449995,12.9553032
2017-04-02 13:19:21,0.57,21,30,35,77.54220500000001,12.9532787
2017-04-02 13:23:05,0.57,21,30,35,77.5413618,12.952620399999999
2017-04-02 13:30:33,0.57,21,27,35,77.536201,12.953660300000001
2017-04-02 13:35:14,0.57,20,25,35,77.5340167,12.9540038
2017-04-02 13:39:43,0.56,18,25,35,77.5282008,12.9552704
2017-04-02 13:44:76,0.55,17,24,35,77.5292677,12.9605478
2017-04-02 13:48:02,0.55,17,24,35,77.52901261840896,12.960662590435696
2017-04-02 13:52:54,0.55,17,24,35,77.52901261840896,12.960662590435696
2017-04-02 13:55:30,0.55,17,23,35,77.52901261840896,12.960662590435696
2017-04-02 14:00:32,0.54,17,22,35,77.52901261840896,12.960662590435696
2017-04-02 14:04:40,0.53,17,23,35,77.5288391,12.960763499999999
2017-04-02 14:09:23,0.53,18,21,35,77.5277894,12.9549119
2017-04-02 14:13:56,0.53,18,21,35,77.5273071,12.952544999999999
2017-04-02 14:19:01,0.53,19,21,35,77.5268696,12.949817999999999
2017-04-02 14:23:23,0.52,18,21,35,77.52668409999998,12.948322099999999
2017-04-02 14:28:11,0.52,19,21,35,77.52739509999999,12.945777099999999
2017-04-02 14:33:32,0.52,19,21,35,77.5365386,12.935068
2017-04-02 14:38:10,0.51,19,21,35,77.53439940000001,12.9340606
2017-04-02 14:42:28,0.51,19,20,35,77.53439940000001,12.9340606
2017-04-02 14:48:35,0.5,19,20,35,77.53585369999998,12.9331591
2017-04-02 14:53:44,0.5,19,20,35,77.53585369999998,12.9331591
2017-04-02 16:56:13,0.55,18,16,31,77.5370419,12.9335261
2017-04-02 17:01:04,0.59,18,16,31,77.5415656,12.932288
2017-04-02 17:06:34,0.6,18,16,31,77.5455963,12.9311585
2017-04-02 17:11:15,0.61,19,16,31,77.53668359999999,12.9342149
2017-04-02 17:17:40,0.61,19,16,31,77.6208559,12.927313999999999
2017-04-02 17:23:03,0.62,21,16,31,77.6215273,12.9273019
2017-04-02 17:27:09,0.6,23,17,31,77.6215535,12.927409800000001
2017-04-02 17:33:13,0.56,24,17,31,77.62162140000001,12.926589
2017-04-02 17:38:25,0.56,24,17,31,77.6214825,12.9274323
2017-04-02 17:43:57,0.52,24,17,31,77.6215464,12.9288756
2017-04-02 17:48:15,0.52,24,18,31,77.6223775,12.9304763
2017-04-02 17:52:46,0.52,24,18,31,77.6225119,12.9312178
2017-04-02 17:56:51,0.45,24,18,31,77.6241336,12.935066699999998
2017-04-02 18:02:25,0.48,24,18,31,77.62416479999999,12.935111099999999
2017-04-02 18:06:46,0.48,25,18,31,77.626099,12.936701300000001
2017-04-02 18:10:07,0.48,24,18,31,77.6281139,12.9359064
2017-04-02 18:15:36,0.48,24,18,31,77.6333144,12.929896699999999
2017-04-02 18:21:43,0.5,24,18,31,77.63748709999999,12.925148
2017-04-02 18:26:11,0.5,25,19,31,77.64011500000001,12.923829099999999
2017-04-02 18:32:44,0.53,25,19,31,77.6458307,12.9245381
2017-04-02 18:37:25,0.53,25,19,31,77.652599,12.9242673
2017-04-02 18:42:54,0.48,25,19,31,77.6564075,12.923387
2017-04-02 18:46:24,0.46,25,20,31,77.6608443,12.921877
2017-04-02 18:53:10,0.44,25,21,31,77.6617824,12.9216405
2017-04-02 18:58:01,0.43,25,21,31,77.6623187,12.921501800000001
2017-04-03 08:07:15,0.42,25,98,28,77.6630196,12.921303199999999
2017-04-03 08:11:19,0.44,25,98,28,77.66337109999999,12.9212221
2017-04-03 08:14:23,0.45,25,98,28,77.66516159999999,12.9208757
2017-04-03 08:18:44,0.46,25,98,28,77.6681559,12.922248
2017-04-03 08:23:02,0.46,25,98,28,77.6705315,12.9233966
2017-04-03 08:29:06,0.46,24,98,28,77.67103399812622,12.923647343820093
2017-04-03 08:33:19,0.48,23,98,28,77.67103399812622,12.923647343820093
2017-04-03 08:38:22,0.48,23,97,28,77.67103399812622,12.923647343820093
2017-04-03 08:43:44,0.48,23,97,28,77.67103399812622,12.923647343820093
2017-04-03 08:48:57,0.48,23,97,28,77.67156640000002,12.923847300000002
2017-04-03 08:54:02,0.46,23,97,28,77.6724427,12.9242174
2017-04-03 08:59:34,0.46,23,91,28,77.6734438,12.9246415
2017-04-03 09:04:28,0.46,23,92,28,77.67357779999999,12.9247681
2017-04-03 09:08:56,0.46,23,90,28,77.673716,12.9247294
2017-04-03 09:14:07,0.46,22,89,28,77.6752689,12.925505900000001
2017-04-03 09:19:35,0.46,22,89,28,77.67610429999999,12.926099
2017-04-03 09:24:45,0.46,21,85,28,77.677769,12.9267541
2017-04-03 09:28:37,0.46,20,85,28,77.68124990000001,12.928618400000001
2017-04-03 09:33:20,0.46,20,83,28,77.682916,12.929225500000001
2017-04-03 09:38:12,0.46,20,80,28,77.6898324,12.9342931
2017-04-03 09:44:43,0.46,20,78,28,77.69265290000001,12.936999
2017-04-03 09:49:23,0.47,20,76,28,77.69328320000001,12.9399169
2017-04-03 09:53:56,0.47,20,73,28,77.6880254,12.9389656
2017-04-03 09:59:01,0.47,20,73,28,77.6906574,12.9361709
2017-04-03 10:05:49,0.46,21,72,28,77.6910741,12.9399414
2017-04-03 13:15:05,0.38,24,30,35,77.6898243,12.9395269
2017-04-03 13:19:21,0.38,24,30,35,77.68971409999999,12.9400035
2017-04-03 13:23:05,0.38,24,30,35,77.6896146,12.9403939
2017-04-03 13:30:33,0.41,24,29,35,77.6902061,12.9406009
2017-04-03 13:35:14,0.41,25,29,35,77.6912348,12.9419302
2017-04-03 13:39:43,0.43,25,29,35,77.69111749999998,12.942037
2017-04-03 13:44:76,0.44,25,28,35,77.69111749999998,12.942037
2017-04-03 13:48:02,0.44,25,28,35,77.69111749999998,12.942037
2017-04-03 13:52:54,0.44,23,28,35,77.69111749999998,12.942037
2017-04-03 13:55:30,0.42,23,28,35,77.6891945,12.9427262
2017-04-03 14:00:32,0.42,23,27,35,77.6915534,12.941664999999999
2017-04-03 14:04:40,0.42,23,27,35,77.69035670000001,12.9409812
2017-04-03 14:09:23,0.42,23,27,35,77.6896712,12.940038699999999
2017-04-03 14:13:56,0.42,23,27,35,77.6896782,12.9396761
2017-04-03 14:19:01,0.42,22,27,35,77.6899824,12.9395748
2017-04-03 14:23:23,0.4,22,25,35,77.6896645,12.939410699999998
2017-04-03 14:28:11,0.43,22,25,35,77.6930251,12.939978
2017-04-03 14:33:32,0.46,22,24,35,77.6953155,12.939862
2017-04-03 14:38:10,0.46,22,24,35,77.6976205,12.9439129
2017-04-03 14:42:28,0.5,22,24,35,77.70018,12.9528644
2017-04-03 14:48:35,0.56,22,23,35,77.7009083,12.955496499999999
2017-04-03 14:53:44,0.59,22,23,35,77.7014322,12.959194199999999
2017-04-03 16:56:13,0.6,25,23,31,77.7015217,12.9599933
2017-04-03 17:01:04,0.6,25,22,31,77.701902025035,12.956887165483133
2017-04-03 17:06:34,0.57,25,22,31,77.701902025035,12.956887165483133
2017-04-03 17:11:15,0.57,25,22,31,77.701902025035,12.956887165483133
2017-04-03 17:17:40,0.57,24,21,31,77.701902025035,12.956887165483133
2017-04-03 17:23:03,0.53,23,21,31,77.7010277,12.9558867
2017-04-03 17:27:09,0.54,20,21,31,77.69985229999999,12.951584599999999
2017-04-03 17:33:13,0.52,20,21,31,77.6974348,12.9430574
2017-04-03 17:38:25,0.52,20,21,31,77.6912026,12.9353882
2017-04-03 17:43:57,0.52,20,22,31,77.6835887,12.9292046
2017-04-03 17:48:15,0.49,20,22,31,77.6780765,12.9265295
2017-04-03 17:52:46,0.49,20,22,31,77.6750421,12.924737
2017-04-03 17:56:51,0.46,20,22,31,77.6759816,12.9253556
2017-04-03 18:02:25,0.46,21,22,31,77.67775340000001,12.9267195
2017-04-03 18:06:46,0.46,22,22,31,77.6819974,12.9286025
2017-04-03 18:10:07,0.46,24,22,31,77.6901162,12.9347633
2017-04-03 18:15:36,0.46,25,23,31,77.6881316,12.9360979
2017-04-03 18:21:43,0.46,29,23,31,77.6888373,12.939214100000001
2017-04-03 18:26:11,0.44,30,23,31,77.6940079,12.9400314
2017-04-03 18:32:44,0.43,30,24,31,77.6951392,12.9391942
2017-04-03 18:37:25,0.43,31,24,31,77.695725,12.940579099999999
2017-04-03 18:42:54,0.43,31,24,31,77.6956848,12.9410673
2017-04-03 18:46:24,0.44,31,24,31,77.6956786,12.941067199999999
2017-04-03 18:53:10,0.47,31,22,31,77.69577109999999,12.941087
2017-04-03 18:58:01,0.44,31,23,31,77.6952854,12.9398224
2017-04-04 08:07:15,0.47,29,98,29,77.6948074,12.9394668
2017-04-04 08:11:19,0.47,29,98,29,77.69217859999999,12.9401382
2017-04-04 08:14:23,0.47,29,97,29,77.68953590000001,12.9394491
2017-04-04 08:18:44,0.47,29,97,29,77.6881719,12.936427199999999
2017-04-04 08:23:02,0.47,29,93,29,77.6916884,12.9362064
2017-04-04 08:29:06,0.47,29,92,29,77.69169790000001,12.9368921
2017-04-04 08:33:19,0.47,30,90,29,77.69169790000001,12.9368921
2017-04-04 08:38:22,0.48,30,87,29,77.69169790000001,12.9368921
2017-04-04 08:43:44,0.48,30,87,29,77.69169790000001,12.9368921
2017-04-04 08:48:57,0.48,31,85,29,77.6917715,12.9369229
2017-04-04 08:54:02,0.5,31,83,29,77.6908509,12.9307978
2017-04-04 08:59:34,0.5,31,84,29,77.6700629,12.9351212
2017-04-04 09:04:28,0.5,31,82,29,77.6862014,12.9228305
2017-04-04 09:08:56,0.52,31,80,29,77.65323599999999,12.923988699999999
2017-04-04 09:14:07,0.52,31,76,29,77.6512985,12.9243469
2017-04-04 09:19:35,0.54,31,73,29,77.64772690000001,12.9244754
2017-04-04 09:24:45,0.54,31,71,29,77.6309531,12.9242728
2017-04-04 09:28:37,0.57,30,70,29,77.6292854,12.9240004
2017-04-04 09:33:20,0.57,30,69,29,77.6273334,12.9247161
2017-04-04 09:38:12,0.57,30,69,29,77.6160666,12.929350300000001
2017-04-04 09:44:43,0.59,30,69,29,77.6137708,12.9314549
2017-04-04 09:49:23,0.6,30,66,29,77.6106705,12.9340629
2017-04-04 09:53:56,0.62,30,64,29,77.6098006,12.9345965
2017-04-04 09:59:01,0.63,30,61,29,77.6058618,12.9363496
2017-04-04 10:05:49,0.63,30,61,29,77.6057722,12.936521899999999
2017-04-04 13:15:05,0.7,19,29,35,77.5994997,12.9375092
2017-04-04 13:19:21,0.7,19,29,35,77.598146,12.9402638
2017-04-04 13:23:05,0.67,19,29,35,77.59712579999999,12.941949900000001
2017-04-04 13:30:33,0.62,17,28,35,77.5973357,12.9434963
2017-04-04 13:35:14,0.62,16,29,35,77.59692690000001,12.9446819
2017-04-04 13:39:43,0.62,15,28,35,77.59622490000001,12.9454531
2017-04-04 13:44:76,0.58,12,26,35,77.5928801,12.950733300000001
2017-04-04 13:48:02,0.58,10,26,35,77.5880811,12.9523588
2017-04-04 13:52:54,0.54,10,24,35,77.58256999999999,12.954836300000002
2017-04-04 13:55:30,0.56,10,25,35,77.58406670000001,12.9613152
2017-04-04 14:00:32,0.56,10,26,35,77.5814027,12.9634501
2017-04-04 14:04:40,0.56,12,25,35,77.5661365,12.9628486
2017-04-04 14:09:23,0.56,13,23,35,77.55936899999999,12.9612672
2017-04-04 14:13:56,0.54,14,24,35,77.55452659999999,12.9580992
2017-04-04 14:19:01,0.54,17,24,35,77.5509062,12.9570246
2017-04-04 14:23:23,0.54,20,23,35,77.5449995,12.9553032
2017-04-04 14:28:11,0.54,20,23,35,77.54220500000001,12.9532787
2017-04-04 14:33:32,0.57,20,22,35,77.5413618,12.952620399999999
2017-04-04 14:38:10,0.57,21,22,35,77.536201,12.953660300000001
2017-04-04 14:42:28,0.59,21,21,35,77.5340167,12.9540038
2017-04-04 14:48:35,0.59,21,22,35,77.5282008,12.9552704
2017-04-04 14:53:44,0.59,21,21,35,77.5292677,12.9605478
2017-04-04 16:56:13,0.6,21,26,30,77.52901261840896,12.960662590435696
2017-04-04 17:01:04,0.6,21,26,30,77.52901261840896,12.960662590435696
2017-04-04 17:06:34,0.59,21,26,30,77.52901261840896,12.960662590435696
2017-04-04 17:11:15,0.6,21,26,30,77.52901261840896,12.960662590435696
2017-04-04 17:17:40,0.58,22,25,30,77.5288391,12.960763499999999
2017-04-04 17:23:03,0.55,23,25,30,77.5277894,12.9549119
2017-04-04 17:27:09,0.55,25,24,30,77.5273071,12.952544999999999
2017-04-04 17:33:13,0.52,27,24,30,77.5268696,12.949817999999999
2017-04-04 17:38:25,0.48,30,24,30,77.52668409999998,12.948322099999999
2017-04-04 17:43:57,0.49,32,24,30,77.52739509999999,12.945777099999999
2017-04-04 17:48:15,0.5,33,24,30,77.5365386,12.935068
2017-04-04 17:52:46,0.53,32,24,30,77.53439940000001,12.9340606
2017-04-04 17:56:51,0.56,32,25,30,77.53439940000001,12.9340606
2017-04-04 18:02:25,0.56,32,25,30,77.53585369999998,12.9331591
2017-04-04 18:06:46,0.56,32,25,30,77.53585369999998,12.9331591
2017-04-04 18:10:07,0.56,30,25,30,77.5370419,12.9335261
2017-04-04 18:15:36,0.53,28,26,30,77.5415656,12.932288
2017-04-04 18:21:43,0.52,27,26,30,77.5455963,12.9311585
2017-04-04 18:26:11,0.5,27,26,30,77.53668359999999,12.9342149
2017-04-04 18:32:44,0.5,27,27,30,77.6208559,12.927313999999999
2017-04-04 18:37:25,0.5,27,27,30,77.6215273,12.9273019
2017-04-04 18:42:54,0.48,27,27,30,77.6215535,12.927409800000001
2017-04-04 18:46:24,0.48,27,28,30,77.62162140000001,12.926589
2017-04-04 18:53:10,0.46,27,29,30,77.6214825,12.9274323
2017-04-04 18:58:01,0.46,26,29,30,77.6215464,12.9288756
2017-04-05 08:07:15,0.6,15,99,29,77.6223775,12.9304763
2017-04-05 08:11:19,0.6,16,99,29,77.6225119,12.9312178
2017-04-05 08:14:23,0.6,15,99,29,77.6241336,12.935066699999998
2017-04-05 08:18:44,0.56,16,99,29,77.62416479999999,12.935111099999999
2017-04-05 08:23:02,0.54,16,99,29,77.626099,12.936701300000001
2017-04-05 08:29:06,0.54,16,99,29,77.6281139,12.9359064
2017-04-05 08:33:19,0.54,17,99,29,77.6333144,12.929896699999999
2017-04-05 08:38:22,0.54,18,99,29,77.63748709999999,12.925148
2017-04-05 08:43:44,0.54,20,99,29,77.64011500000001,12.923829099999999
2017-04-05 08:48:57,0.55,24,99,29,77.6458307,12.9245381
2017-04-05 08:54:02,0.53,22,98,29,77.652599,12.9242673
2017-04-05 08:59:34,0.53,24,98,29,77.6564075,12.923387
2017-04-05 09:04:28,0.53,24,98,29,77.6608443,12.921877
2017-04-05 09:08:56,0.53,24,98,29,77.6617824,12.9216405
2017-04-05 09:14:07,0.5,23,95,29,77.6623187,12.921501800000001
2017-04-05 09:19:35,0.5,23,92,29,77.6630196,12.921303199999999
2017-04-05 09:24:45,0.5,23,89,29,77.66337109999999,12.9212221
2017-04-05 09:28:37,0.48,19,88,29,77.66516159999999,12.9208757
2017-04-05 09:33:20,0.47,19,85,29,77.6681559,12.922248
2017-04-05 09:38:12,0.45,19,83,29,77.6705315,12.9233966
2017-04-05 09:44:43,0.44,19,83,29,77.67103399812622,12.923647343820093
2017-04-05 09:49:23,0.44,19,80,29,77.67103399812622,12.923647343820093
2017-04-05 09:53:56,0.43,19,78,29,77.67103399812622,12.923647343820093
2017-04-05 09:59:01,0.4,19,77,29,77.67103399812622,12.923647343820093
2017-04-05 13:15:05,0.62,11,35,34,77.67156640000002,12.923847300000002
2017-04-05 13:19:21,0.62,10,35,34,77.6724427,12.9242174
2017-04-05 13:23:05,0.62,10,35,34,77.6734438,12.9246415
2017-04-05 13:30:33,0.62,11,33,34,77.67357779999999,12.9247681
2017-04-05 13:35:14,0.58,11,33,34,77.673716,12.9247294
2017-04-05 13:39:43,0.55,11,33,34,77.6752689,12.925505900000001
2017-04-05 13:44:76,0.53,11,32,34,77.67610429999999,12.926099
2017-04-05 13:48:02,0.53,11,33,34,77.677769,12.9267541
2017-04-05 13:52:54,0.53,11,33,34,77.68124990000001,12.928618400000001
2017-04-05 13:55:30,0.47,11,33,34,77.682916,12.929225500000001
2017-04-05 14:00:32,0.47,10,31,34,77.6898324,12.9342931
2017-04-05 14:04:40,0.47,10,30,34,77.69265290000001,12.936999
2017-04-05 14:09:23,0.43,9,30,34,77.69328320000001,12.9399169
2017-04-05 14:13:56,0.4,9,29,34,77.6880254,12.9389656
2017-04-05 14:19:01,0.36,9,28,34,77.6906574,12.9361709
2017-04-05 14:23:23,0.33,9,28,34,77.6910741,12.9399414
2017-04-05 14:28:11,0.3,7,28,34,77.6898243,12.9395269
2017-04-05 14:33:32,0.32,7,28,34,77.68971409999999,12.9400035
2017-04-05 14:38:10,0.36,7,28,34,77.6896146,12.9403939
2017-04-05 14:42:28,0.4,7,28,34,77.6902061,12.9406009
2017-04-05 14:48:35,0.4,7,27,34,77.6912348,12.9419302
2017-04-05 14:53:44,0.43,7,27,34,77.69111749999998,12.942037
2017-04-05 16:56:13,0.56,30,34,32,77.69111749999998,12.942037
2017-04-05 17:01:04,0.56,30,33,32,77.69111749999998,12.942037
2017-04-05 17:06:34,0.56,30,33,32,77.69111749999998,12.942037
2017-04-05 17:11:15,0.6,30,33,32,77.6891945,12.9427262
2017-04-05 17:17:40,0.63,30,36,32,77.6915534,12.941664999999999
2017-04-05 17:23:03,0.63,29,36,32,77.69035670000001,12.9409812
2017-04-05 17:27:09,0.63,29,37,32,77.6896712,12.940038699999999
2017-04-05 17:33:13,0.66,29,43,32,77.6896782,12.9396761
2017-04-05 17:38:25,0.67,29,43,32,77.6899824,12.9395748
2017-04-05 17:43:57,0.67,29,43,32,77.6896645,12.939410699999998
2017-04-05 17:48:15,0.6,29,43,32,77.6930251,12.939978
2017-04-05 17:52:46,0.61,29,43,32,77.6953155,12.939862
2017-04-05 17:56:51,0.61,30,43,32,77.6976205,12.9439129
2017-04-05 18:02:25,0.55,30,43,32,77.70018,12.9528644
2017-04-05 18:06:46,0.52,30,45,32,77.7009083,12.955496499999999
2017-04-05 18:10:07,0.52,30,45,32,77.7014322,12.959194199999999
2017-04-05 18:15:36,0.52,31,45,32,77.7015217,12.9599933
2017-04-05 18:21:43,0.51,31,45,32,77.701902025035,12.956887165483133
2017-04-05 18:26:11,0.5,31,45,32,77.701902025035,12.956887165483133
2017-04-05 18:32:44,0.5,31,44,32,77.701902025035,12.956887165483133
2017-04-05 18:37:25,0.5,31,45,32,77.701902025035,12.956887165483133
2017-04-05 18:42:54,0.5,31,45,32,77.7010277,12.9558867
2017-04-05 18:46:24,0.52,31,43,32,77.69985229999999,12.951584599999999
2017-04-05 18:53:10,0.53,31,42,32,77.6974348,12.9430574
2017-04-05 18:58:01,0.53,31,42,32,77.6912026,12.9353882
2017-04-07 08:07:15,0.44,12,97,29,77.6835887,12.9292046
2017-04-07 08:11:19,0.44,12,98,29,77.6780765,12.9265295
2017-04-07 08:14:23,0.44,12,95,29,77.6750421,12.924737
2017-04-07 08:18:44,0.4,12,93,29,77.6759816,12.9253556
2017-04-07 08:23:02,0.39,12,93,29,77.67775340000001,12.9267195
2017-04-07 08:29:06,0.39,12,93,29,77.6819974,12.9286025
2017-04-07 08:33:19,0.41,13,92,29,77.6901162,12.9347633
2017-04-07 08:38:22,0.44,12,87,29,77.6881316,12.9360979
2017-04-07 08:43:44,0.42,13,85,29,77.6888373,12.939214100000001
2017-04-07 08:48:57,0.42,13,83,29,77.6940079,12.9400314
2017-04-07 08:54:02,0.42,13,83,29,77.6951392,12.9391942
2017-04-07 08:59:34,0.41,13,81,29,77.695725,12.940579099999999
2017-04-07 09:04:28,0.4,13,82,29,77.6956848,12.9410673
2017-04-07 09:08:56,0.37,13,80,29,77.6956786,12.941067199999999
2017-04-07 09:14:07,0.37,13,78,29,77.69577109999999,12.941087
2017-04-07 09:19:35,0.36,13,76,29,77.6952854,12.9398224
2017-04-07 09:24:45,0.32,14,76,29,77.6948074,12.9394668
2017-04-07 09:28:37,0.3,14,75,29,77.69217859999999,12.9401382
2017-04-07 09:33:20,0.3,14,75,29,77.68953590000001,12.9394491
2017-04-07 09:38:12,0.27,14,74,29,77.6881719,12.936427199999999
2017-04-07 09:44:43,0.28,15,73,29,77.6916884,12.9362064
2017-04-07 09:49:23,0.28,16,73,29,77.69169790000001,12.9368921
2017-04-07 09:53:56,0.33,16,72,29,77.69169790000001,12.9368921
2017-04-07 09:59:01,0.35,16,71,29,77.69169790000001,12.9368921
2017-04-07 10:05:49,0.37,16,71,29,77.69169790000001,12.9368921
2017-04-07 13:15:05,0.34,13,32,34,77.6917715,12.9369229
2017-04-07 13:19:21,0.34,14,30,34,77.6908509,12.9307978
2017-04-07 13:23:05,0.34,13,31,34,77.6700629,12.9351212
2017-04-07 13:30:33,0.32,13,31,34,77.6862014,12.9228305
2017-04-07 13:35:14,0.32,13,31,34,77.65323599999999,12.923988699999999
2017-04-07 13:39:43,0.32,13,30,34,77.6512985,12.9243469
2017-04-07 13:44:76,0.3,13,31,34,77.64772690000001,12.9244754
2017-04-07 13:48:02,0.32,13,30,34,77.6309531,12.9242728
2017-04-07 13:52:54,0.35,14,28,34,77.6292854,12.9240004
2017-04-07 13:55:30,0.4,13,28,34,77.6273334,12.9247161
2017-04-07 14:00:32,0.42,13,28,34,77.6160666,12.929350300000001
2017-04-07 14:04:40,0.42,15,28,34,77.6137708,12.9314549
2017-04-07 14:09:23,0.45,16,27,34,77.6106705,12.9340629
2017-04-07 14:13:56,0.48,16,27,34,77.6098006,12.9345965
2017-04-07 14:19:01,0.53,16,26,34,77.6058618,12.9363496
2017-04-07 14:23:23,0.55,16,25,34,77.6057722,12.936521899999999
2017-04-07 14:28:11,0.55,16,25,34,77.5994997,12.9375092
2017-04-07 14:33:32,0.55,19,24,34,77.598146,12.9402638
2017-04-07 14:38:10,0.55,23,25,34,77.59712579999999,12.941949900000001
2017-04-07 14:42:28,0.55,23,24,34,77.5973357,12.9434963
2017-04-07 14:48:35,0.55,23,23,34,77.59692690000001,12.9446819
2017-04-07 14:53:44,0.58,24,23,34,77.59622490000001,12.9454531
2017-04-07 16:56:13,0.5,18,23,32,77.5928801,12.950733300000001
2017-04-07 17:01:04,0.5,18,23,32,77.5880811,12.9523588
2017-04-07 17:06:34,0.5,18,23,32,77.58256999999999,12.954836300000002
2017-04-07 17:11:15,0.5,18,23,32,77.58406670000001,12.9613152
2017-04-07 17:17:40,0.5,18,24,32,77.5814027,12.9634501
