created_at,entry_id,field1,field2,field3,field4,field5,field6
2017-03-28 09:12:28 UTC,312,0.43,18,8,35,77.6292854,12.9240004
2017-03-28 09:18:35 UTC,313,0.47,18,8,35,77.6273334,12.9247161
2017-03-28 09:23:44 UTC,314,0.5,18,8,35,77.6160666,12.929350300000001
2017-03-28 11:26:13 UTC,315,0.57,21,9,33,77.6137708,12.9314549
2017-03-28 11:31:04 UTC,316,0.55,21,9,33,77.6106705,12.9340629
2017-03-28 11:36:34 UTC,317,0.55,21,9,33,77.6098006,12.9345965
2017-03-28 11:41:15 UTC,318,0.55,21,9,33,77.6058618,12.9363496
2017-03-28 11:47:40 UTC,319,0.54,21,8,33,77.6057722,12.936521899999999
2017-03-28 11:53:03 UTC,320,0.54,21,8,33,77.5994997,12.9375092
2017-03-28 11:58:09 UTC,321,0.59,22,8,33,77.598146,12.9402638
2017-03-28 12:03:13 UTC,322,0.59,22,10,33,77.59712579999999,12.941949900000001
2017-03-28 12:08:25 UTC,323,0.6,22,11,33,77.5973357,12.9434963
2017-03-28 12:13:57 UTC,324,0.6,22,11,33,77.59692690000001,12.9446819
2017-03-28 12:18:15 UTC,325,0.6,22,11,33,77.59622490000001,12.9454531
2017-03-28 12:22:46 UTC,326,0.59,22,11,33,77.5928801,12.950733300000001
2017-03-28 12:26:51 UTC,327,0.59,23,12,33,77.5880811,12.9523588
2017-03-28 12:32:25 UTC,328,0.59,23,12,34,77.58256999999999,12.954836300000002
2017-03-28 12:36:46 UTC,329,0.59,23,12,34,77.58406670000001,12.9613152
2017-03-28 12:40:07 UTC,330,0.59,23,12,34,77.5814027,12.9634501
2017-03-28 12:45:36 UTC,331,0.59,23,12,34,77.5661365,12.9628486
2017-03-28 12:51:43 UTC,332,0.59,23,12,34,77.55936899999999,12.9612672
2017-03-28 12:56:11 UTC,333,0.6,25,12,34,77.55452659999999,12.9580992
2017-03-28 13:02:44 UTC,334,0.6,25,12,34,77.5509062,12.9570246
2017-03-28 13:07:25 UTC,335,0.58,25,12,34,77.5449995,12.9553032
2017-03-28 13:12:54 UTC,336,0.58,25,13,34,77.54220500000001,12.9532787
2017-03-28 13:16:24 UTC,337,0.57,25,13,34,77.5413618,12.952620399999999
2017-03-28 13:23:10 UTC,338,0.54,24,14,34,77.536201,12.953660300000001
2017-03-28 13:28:01 UTC,339,0.55,26,15,34,77.5340167,12.9540038
2017-03-29 02:37:15 UTC,340,0.65,24,91,27,77.5282008,12.9552704
2017-03-29 02:41:19 UTC,341,0.65,24,91,27,77.5292677,12.9605478
2017-03-29 02:44:23 UTC,342,0.61,24,89,27,77.52901261840896,12.960662590435696
2017-03-29 02:48:44 UTC,343,0.59,24,87,27,77.52901261840896,12.960662590435696
2017-03-29 02:53:02 UTC,344,0.57,24,87,27,77.52901261840896,12.960662590435696
2017-03-29 02:59:06 UTC,345,0.52,24,85,27,77.52901261840896,12.960662590435696
2017-03-29 03:03:19 UTC,346,0.52,24,86,27,77.5288391,12.960763499999999
2017-03-29 03:08:22 UTC,347,0.48,24,84,27,77.5277894,12.9549119
2017-03-29 03:13:44 UTC,348,0.48,25,84,27,77.5273071,12.952544999999999
2017-03-29 03:18:57 UTC,349,0.46,25,83,27,77.5268696,12.949817999999999
2017-03-29 03:24:02 UTC,350,0.48,25,82,28,77.52668409999998,12.948322099999999
2017-03-29 03:29:34 UTC,351,0.42,25,82,28,77.52739509999999,12.945777099999999
2017-03-29 03:34:28 UTC,352,0.4,25,81,28,77.5365386,12.935068
2017-03-29 03:38:56 UTC,353,0.4,24,80,28,77.53439940000001,12.9340606
2017-03-29 03:44:07 UTC,354,0.4,24,80,28,77.53439940000001,12.9340606
2017-03-29 03:49:35 UTC,355,0.38,24,76,28,77.53585369999998,12.9331591
2017-03-29 03:54:45 UTC,356,0.38,24,76,28,77.53585369999998,12.9331591
2017-03-29 03:58:37 UTC,357,0.36,24,72,28,77.5370419,12.9335261
2017-03-29 04:03:20 UTC,358,0.36,24,70,28,77.5415656,12.932288
2017-03-29 04:08:12 UTC,359,0.39,23,66,28,77.5455963,12.9311585
2017-03-29 04:14:43 UTC,360,0.41,23,63,28,77.53668359999999,12.9342149
2017-03-29 04:19:23 UTC,361,0.43,23,60,28,77.6208559,12.927313999999999
2017-03-29 04:23:56 UTC,362,0.43,23,57,28,77.6215273,12.9273019
2017-03-29 04:29:01 UTC,363,0.45,23,54,28,77.6215535,12.927409800000001
2017-03-29 04:35:49 UTC,364,0.44,23,53,28,77.62162140000001,12.926589
2017-03-29 07:45:05 UTC,365,0.53,22,17,34,77.6214825,12.9274323
2017-03-29 07:49:21 UTC,366,0.52,22,17,34,77.6215464,12.9288756
2017-03-29 07:53:05 UTC,367,0.52,22,17,34,77.6223775,12.9304763
2017-03-29 08:00:33 UTC,368,0.52,21,17,34,77.6225119,12.9312178
2017-03-29 08:05:14 UTC,369,0.5,20,17,34,77.6241336,12.935066699999998
2017-03-29 08:09:43 UTC,370,0.5,20,16,34,77.62416479999999,12.935111099999999
2017-03-29 08:15:16 UTC,371,0.5,20,16,34,77.626099,12.936701300000001
2017-03-29 08:18:02 UTC,372,0.49,20,16,34,77.6281139,12.9359064
2017-03-29 08:22:54 UTC,373,0.49,19,15,34,77.6333144,12.929896699999999
2017-03-29 08:25:30 UTC,374,0.48,19,16,34,77.63748709999999,12.925148
2017-03-29 08:30:32 UTC,375,0.48,19,16,34,77.64011500000001,12.923829099999999
2017-03-29 08:34:40 UTC,376,0.48,19,16,34,77.6458307,12.9245381
2017-03-29 08:39:23 UTC,377,0.48,18,16,34,77.652599,12.9242673
2017-03-29 08:43:56 UTC,378,0.5,18,15,34,77.6564075,12.923387
2017-03-29 08:49:01 UTC,379,0.5,20,15,34,77.6608443,12.921877
2017-03-29 08:53:23 UTC,380,0.5,20,15,34,77.6617824,12.9216405
2017-03-29 08:58:11 UTC,381,0.48,22,15,34,77.6623187,12.921501800000001
2017-03-29 09:03:32 UTC,382,0.48,25,15,34,77.6630196,12.921303199999999
2017-03-29 09:08:10 UTC,383,0.47,28,15,34,77.66337109999999,12.9212221
2017-03-29 09:12:28 UTC,384,0.48,29,15,34,77.66516159999999,12.9208757
2017-03-29 09:18:35 UTC,385,0.46,29,15,34,77.6681559,12.922248
2017-03-29 09:23:44 UTC,386,0.45,30,15,34,77.6705315,12.9233966
2017-03-29 11:26:13 UTC,387,0.47,25,16,33,77.67103399812622,12.923647343820093
2017-03-29 11:31:04 UTC,388,0.47,25,16,33,77.67103399812622,12.923647343820093
2017-03-29 11:36:34 UTC,389,0.45,25,16,33,77.67103399812622,12.923647343820093
2017-03-29 11:41:15 UTC,390,0.44,24,16,33,77.67103399812622,12.923647343820093
2017-03-29 11:47:40 UTC,391,0.44,24,16,33,77.67156640000002,12.923847300000002
2017-03-29 11:53:03 UTC,392,0.44,24,17,33,77.6724427,12.9242174
2017-03-29 11:57:09 UTC,393,0.44,24,17,33,77.6734438,12.9246415
2017-03-29 12:03:13 UTC,394,0.44,23,17,33,77.67357779999999,12.9247681
2017-03-29 12:08:25 UTC,395,0.45,23,17,33,77.673716,12.9247294
2017-03-29 12:13:57 UTC,396,0.45,23,17,33,77.6752689,12.925505900000001
2017-03-29 12:18:15 UTC,397,0.45,23,17,33,77.67610429999999,12.926099
2017-03-29 12:22:46 UTC,398,0.48,23,18,33,77.677769,12.9267541
2017-03-29 12:26:51 UTC,399,0.49,23,18,33,77.68124990000001,12.928618400000001
2017-03-29 12:32:25 UTC,400,0.5,23,18,33,77.682916,12.929225500000001
2017-03-29 12:36:46 UTC,401,0.5,23,18,33,77.6898324,12.9342931
2017-03-29 12:40:07 UTC,402,0.52,23,18,33,77.69265290000001,12.936999
2017-03-29 12:45:36 UTC,403,0.53,24,18,33,77.69328320000001,12.9399169
2017-03-29 12:51:43 UTC,404,0.54,24,18,33,77.6880254,12.9389656
2017-03-29 12:56:11 UTC,405,0.58,24,19,33,77.6906574,12.9361709
2017-03-29 13:02:44 UTC,406,0.58,25,19,33,77.6910741,12.9399414
2017-03-29 13:07:25 UTC,407,0.6,25,19,33,77.6898243,12.9395269
2017-03-29 13:12:54 UTC,408,0.6,25,19,33,77.68971409999999,12.9400035
2017-03-29 13:16:24 UTC,409,0.6,26,19,33,77.6896146,12.9403939
2017-03-29 13:23:10 UTC,410,0.59,27,19,33,77.6902061,12.9406009
2017-03-29 13:28:01 UTC,411,0.57,27,19,33,77.6912348,12.9419302
2017-03-30 02:37:15 UTC,412,0.5,25,99,28,77.69111749999998,12.942037
2017-03-30 02:41:19 UTC,413,0.5,25,99,28,77.69111749999998,12.942037
2017-03-30 02:44:23 UTC,414,0.44,25,99,28,77.69111749999998,12.942037
2017-03-30 02:48:44 UTC,415,0.42,25,99,28,77.69111749999998,12.942037
2017-03-30 02:53:02 UTC,416,0.39,25,99,28,77.6891945,12.9427262
2017-03-30 02:59:06 UTC,417,0.44,26,99,28,77.6915534,12.941664999999999
2017-03-30 03:03:19 UTC,418,0.5,26,99,28,77.69035670000001,12.9409812
2017-03-30 03:08:22 UTC,419,0.51,26,99,28,77.6896712,12.940038699999999
2017-03-30 03:13:44 UTC,420,0.54,27,99,28,77.6896782,12.9396761
2017-03-30 03:18:57 UTC,421,0.57,27,99,28,77.6899824,12.9395748
2017-03-30 03:24:02 UTC,422,0.57,27,99,28,77.6896645,12.939410699999998
2017-03-30 03:29:34 UTC,423,0.57,27,98,28,77.6930251,12.939978
2017-03-30 03:34:28 UTC,424,0.67,28,96,28,77.6953155,12.939862
2017-03-30 03:38:56 UTC,425,0.7,28,97,28,77.6976205,12.9439129
2017-03-30 03:44:07 UTC,426,0.7,28,95,28,77.70018,12.9528644
2017-03-30 03:49:35 UTC,427,0.73,28,95,28,77.7009083,12.955496499999999
2017-03-30 03:54:45 UTC,428,0.7,28,93,28,77.7014322,12.959194199999999
2017-03-30 03:58:37 UTC,429,0.75,26,88,28,77.7015217,12.9599933
2017-03-30 04:03:20 UTC,430,0.79,25,84,28,77.701902025035,12.956887165483133
2017-03-30 04:08:12 UTC,431,0.79,26,79,28,77.701902025035,12.956887165483133
2017-03-30 04:14:43 UTC,432,0.79,26,73,28,77.701902025035,12.956887165483133
2017-03-30 04:19:23 UTC,433,0.79,24,65,28,77.701902025035,12.956887165483133
2017-03-30 04:23:56 UTC,434,0.75,24,60,28,77.7010277,12.9558867
2017-03-30 04:29:01 UTC,435,0.73,25,57,28,77.69985229999999,12.951584599999999
2017-03-30 04:35:49 UTC,436,0.71,25,55,28,77.6974348,12.9430574
2017-03-30 07:45:05 UTC,437,0.51,18,16,35,77.6912026,12.9353882
2017-03-30 07:49:21 UTC,438,0.51,18,16,35,77.6835887,12.9292046
2017-03-30 07:53:05 UTC,439,0.51,18,16,35,77.6780765,12.9265295
2017-03-30 08:00:33 UTC,440,0.5,18,16,35,77.6750421,12.924737
2017-03-30 08:05:14 UTC,441,0.5,17,15,35,77.6759816,12.9253556
2017-03-30 08:09:43 UTC,442,0.5,17,16,35,77.67775340000001,12.9267195
2017-03-30 08:15:16 UTC,443,0.47,17,16,35,77.6819974,12.9286025
2017-03-30 08:18:02 UTC,444,0.43,17,15,35,77.6901162,12.9347633
2017-03-30 08:22:54 UTC,445,0.46,16,16,35,77.6881316,12.9360979
2017-03-30 08:25:30 UTC,446,0.47,16,15,35,77.6888373,12.939214100000001
2017-03-30 08:30:32 UTC,447,0.47,16,13,35,77.6940079,12.9400314
2017-03-30 08:34:40 UTC,448,0.49,17,13,35,77.6951392,12.9391942
2017-03-30 08:39:23 UTC,449,0.51,17,13,35,77.695725,12.940579099999999
2017-03-30 08:43:56 UTC,450,0.55,17,13,35,77.6956848,12.9410673
2017-03-30 08:49:01 UTC,451,0.55,16,13,35,77.6956786,12.941067199999999
2017-03-30 08:53:23 UTC,452,0.59,15,13,35,77.69577109999999,12.941087
2017-03-30 08:58:11 UTC,453,0.59,15,13,35,77.6952854,12.9398224
2017-03-30 09:03:32 UTC,454,0.62,15,14,35,77.6948074,12.9394668
2017-03-30 09:08:10 UTC,455,0.59,15,13,35,77.69217859999999,12.9401382
2017-03-30 09:12:28 UTC,456,0.55,14,13,35,77.68953590000001,12.9394491
2017-03-30 09:18:35 UTC,457,0.48,14,13,35,77.6881719,12.936427199999999
2017-03-30 09:23:44 UTC,458,0.46,14,13,35,77.6916884,12.9362064
2017-03-30 11:26:13 UTC,459,0.45,25,12,33,77.69169790000001,12.9368921
2017-03-30 11:31:04 UTC,460,0.44,25,12,33,77.69169790000001,12.9368921
2017-03-30 11:36:34 UTC,461,0.44,25,12,33,77.69169790000001,12.9368921
2017-03-30 11:41:15 UTC,462,0.44,25,12,33,77.69169790000001,12.9368921
2017-03-30 11:47:40 UTC,463,0.47,25,13,33,77.6917715,12.9369229
2017-03-30 11:53:03 UTC,464,0.46,25,12,33,77.6908509,12.9307978
2017-03-30 11:57:09 UTC,465,0.53,25,12,33,77.6700629,12.9351212
2017-03-30 12:03:13 UTC,466,0.53,25,12,33,77.6862014,12.9228305
2017-03-30 12:08:25 UTC,467,0.53,25,12,33,77.65323599999999,12.923988699999999
2017-03-30 12:13:57 UTC,468,0.53,24,13,33,77.6512985,12.9243469
2017-03-30 12:18:15 UTC,469,0.57,24,13,33,77.64772690000001,12.9244754
2017-03-30 12:22:46 UTC,470,0.57,24,13,33,77.6309531,12.9242728
2017-03-30 12:26:51 UTC,471,0.57,23,12,33,77.6292854,12.9240004
2017-03-30 12:32:25 UTC,472,0.57,23,12,33,77.6273334,12.9247161
2017-03-30 12:36:46 UTC,473,0.63,23,13,33,77.6160666,12.929350300000001
2017-03-30 12:40:07 UTC,474,0.59,23,13,33,77.6137708,12.9314549
2017-03-30 12:45:36 UTC,475,0.63,21,13,33,77.6106705,12.9340629
2017-03-30 12:51:43 UTC,476,0.63,21,13,33,77.6098006,12.9345965
2017-03-30 12:56:11 UTC,477,0.7,21,13,33,77.6058618,12.9363496
2017-03-30 13:02:44 UTC,478,0.74,21,12,33,77.6057722,12.936521899999999
2017-03-30 13:07:25 UTC,479,0.77,20,13,33,77.5994997,12.9375092
2017-03-30 13:12:54 UTC,480,0.67,20,13,33,77.598146,12.9402638
2017-03-30 13:16:24 UTC,481,0.62,18,13,33,77.59712579999999,12.941949900000001
2017-03-30 13:23:10 UTC,482,0.58,17,15,33,77.5973357,12.9434963
2017-03-30 13:28:01 UTC,483,0.56,17,15,33,77.59692690000001,12.9446819
2017-03-31 02:37:15 UTC,484,0.56,40,46,28,77.59622490000001,12.9454531
2017-03-31 02:41:19 UTC,485,0.59,40,45,28,77.5928801,12.950733300000001
2017-03-31 02:44:23 UTC,486,0.59,40,45,28,77.5880811,12.9523588
2017-03-31 02:48:44 UTC,487,0.59,39,43,28,77.58256999999999,12.954836300000002
2017-03-31 02:53:02 UTC,488,0.62,39,45,28,77.58406670000001,12.9613152
2017-03-31 02:59:06 UTC,489,0.62,39,45,28,77.5814027,12.9634501
2017-03-31 03:03:19 UTC,490,0.62,38,43,28,77.5661365,12.9628486
2017-03-31 03:08:22 UTC,491,0.64,39,43,28,77.55936899999999,12.9612672
2017-03-31 03:13:44 UTC,492,0.6,38,42,28,77.55452659999999,12.9580992
2017-03-31 03:18:57 UTC,493,0.59,38,42,28,77.5509062,12.9570246
2017-03-31 03:24:02 UTC,494,0.67,38,38,28,77.5449995,12.9553032
2017-03-31 03:29:34 UTC,495,0.62,37,35,28,77.54220500000001,12.9532787
2017-03-31 03:34:28 UTC,496,0.6,37,32,28,77.5413618,12.952620399999999
2017-03-31 03:38:56 UTC,497,0.54,36,30,28,77.536201,12.953660300000001
2017-03-31 03:44:07 UTC,498,0.58,35,30,28,77.5340167,12.9540038
2017-03-31 03:49:35 UTC,499,0.58,34,27,28,77.5282008,12.9552704
2017-03-31 03:54:45 UTC,500,0.58,33,25,28,77.5292677,12.9605478
2017-03-31 03:58:37 UTC,501,0.58,33,25,28,77.52901261840896,12.960662590435696
2017-03-31 04:03:20 UTC,502,0.64,31,23,28,77.52901261840896,12.960662590435696
2017-03-31 04:08:12 UTC,503,0.64,26,23,28,77.52901261840896,12.960662590435696
2017-03-31 04:14:43 UTC,504,0.64,26,23,28,77.52901261840896,12.960662590435696
2017-03-31 04:19:23 UTC,505,0.66,27,23,28,77.5288391,12.960763499999999
2017-03-31 04:23:56 UTC,506,0.64,28,23,28,77.5277894,12.9549119
2017-03-31 04:29:01 UTC,507,0.61,27,23,28,77.5273071,12.952544999999999
2017-03-31 04:35:49 UTC,508,0.61,28,23,28,77.5268696,12.949817999999999
2017-03-31 07:45:05 UTC,509,0.42,13,16,34,77.52668409999998,12.948322099999999
2017-03-31 07:49:21 UTC,510,0.45,13,16,34,77.52739509999999,12.945777099999999
2017-03-31 07:53:05 UTC,511,0.48,13,16,34,77.5365386,12.935068
2017-03-31 08:00:33 UTC,512,0.48,13,16,34,77.53439940000001,12.9340606
2017-03-31 08:05:14 UTC,513,0.51,11,16,34,77.53439940000001,12.9340606
2017-03-31 08:09:43 UTC,514,0.51,11,16,34,77.53585369999998,12.9331591
2017-03-31 08:15:16 UTC,515,0.51,11,15,34,77.53585369999998,12.9331591
2017-03-31 08:18:02 UTC,516,0.5,10,14,34,77.5370419,12.9335261
2017-03-31 08:22:54 UTC,517,0.54,10,15,34,77.5415656,12.932288
2017-03-31 08:25:31 UTC,518,0.54,10,15,34,77.5455963,12.9311585
2017-03-31 08:30:32 UTC,519,0.5,10,15,34,77.53668359999999,12.9342149
2017-03-31 08:34:40 UTC,520,0.5,11,15,34,77.6208559,12.927313999999999
2017-03-31 08:39:23 UTC,521,0.52,11,15,34,77.6215273,12.9273019
2017-03-31 08:43:56 UTC,522,0.52,11,14,34,77.6215535,12.927409800000001
2017-03-31 08:49:01 UTC,523,0.52,11,15,34,77.62162140000001,12.926589
2017-03-31 08:53:23 UTC,524,0.54,12,15,34,77.6214825,12.9274323
2017-03-31 08:58:11 UTC,525,0.54,12,15,34,77.6215464,12.9288756
2017-03-31 09:03:32 UTC,526,0.54,13,15,34,77.6223775,12.9304763
2017-03-31 09:08:10 UTC,527,0.54,14,15,34,77.6225119,12.9312178
2017-03-31 09:12:28 UTC,528,0.54,14,15,34,77.6241336,12.935066699999998
2017-03-31 09:18:35 UTC,529,0.51,14,14,34,77.62416479999999,12.935111099999999
2017-03-31 09:23:44 UTC,530,0.49,14,14,34,77.626099,12.936701300000001
2017-03-31 11:26:13 UTC,531,0.48,20,13,32,77.6281139,12.9359064
2017-03-31 11:31:04 UTC,532,0.48,20,13,32,77.6333144,12.929896699999999
2017-03-31 11:36:34 UTC,533,0.48,20,13,32,77.63748709999999,12.925148
2017-03-31 11:41:15 UTC,534,0.48,20,13,32,77.64011500000001,12.923829099999999
2017-03-31 11:47:40 UTC,535,0.48,20,14,32,77.6458307,12.9245381
2017-03-31 11:53:03 UTC,536,0.48,21,14,32,77.652599,12.9242673
2017-03-31 11:57:09 UTC,537,0.49,21,14,32,77.6564075,12.923387
2017-03-31 12:03:13 UTC,538,0.49,21,14,32,77.6608443,12.921877
2017-03-31 12:08:25 UTC,539,0.49,21,14,32,77.6617824,12.9216405
2017-03-31 12:13:57 UTC,540,0.5,23,14,32,77.6623187,12.921501800000001
2017-03-31 12:18:15 UTC,541,0.5,23,14,32,77.6630196,12.921303199999999
2017-03-31 12:22:46 UTC,542,0.5,24,14,32,77.66337109999999,12.9212221
2017-03-31 12:26:51 UTC,543,0.5,24,15,32,77.66516159999999,12.9208757
2017-03-31 12:32:25 UTC,544,0.51,24,15,32,77.6681559,12.922248
2017-03-31 12:36:46 UTC,545,0.52,24,15,32,77.6705315,12.9233966
2017-03-31 12:40:07 UTC,546,0.52,25,16,32,77.67103399812622,12.923647343820093
2017-03-31 12:45:36 UTC,547,0.52,25,16,32,77.67103399812622,12.923647343820093
2017-03-31 12:51:43 UTC,548,0.52,25,16,32,77.67103399812622,12.923647343820093
2017-03-31 12:56:11 UTC,549,0.52,25,16,32,77.67103399812622,12.923647343820093
2017-03-31 13:02:44 UTC,550,0.52,25,16,32,77.67156640000002,12.923847300000002
2017-03-31 13:07:25 UTC,551,0.52,26,16,32,77.6724427,12.9242174
2017-03-31 13:12:54 UTC,552,0.52,26,16,32,77.6734438,12.9246415
2017-03-31 13:16:24 UTC,553,0.53,27,16,32,77.67357779999999,12.9247681
2017-03-31 13:23:10 UTC,554,0.54,27,18,32,77.673716,12.9247294
2017-03-31 13:28:01 UTC,555,0.5,27,18,32,77.6752689,12.925505900000001
2017-04-01 02:37:15 UTC,556,0.44,37,62,29,77.67610429999999,12.926099
2017-04-01 02:41:19 UTC,557,0.44,37,62,29,77.677769,12.9267541
2017-04-01 02:44:23 UTC,558,0.45,37,62,29,77.68124990000001,12.928618400000001
2017-04-01 02:48:44 UTC,559,0.46,37,62,29,77.682916,12.929225500000001
2017-04-01 02:53:02 UTC,560,0.47,37,62,29,77.6898324,12.9342931
2017-04-01 02:59:06 UTC,561,0.5,35,62,29,77.69265290000001,12.936999
2017-04-01 03:03:19 UTC,562,0.5,33,61,29,77.69328320000001,12.9399169
2017-04-01 03:08:22 UTC,563,0.51,30,61,29,77.6880254,12.9389656
2017-04-01 03:13:44 UTC,564,0.5,28,61,29,77.6906574,12.9361709
2017-04-01 03:18:57 UTC,565,0.53,28,60,29,77.6910741,12.9399414
2017-04-01 03:24:02 UTC,566,0.55,28,59,29,77.6898243,12.9395269
2017-04-01 03:29:34 UTC,567,0.58,28,56,29,77.68971409999999,12.9400035
2017-04-01 03:34:28 UTC,568,0.58,28,56,29,77.6896146,12.9403939
2017-04-01 03:38:56 UTC,569,0.6,28,54,29,77.6902061,12.9406009
2017-04-01 03:44:07 UTC,570,0.6,25,54,29,77.6912348,12.9419302
2017-04-01 03:49:35 UTC,571,0.6,24,54,29,77.69111749999998,12.942037
2017-04-01 03:54:45 UTC,572,0.64,24,53,29,77.69111749999998,12.942037
2017-04-01 03:58:37 UTC,573,0.64,24,53,29,77.69111749999998,12.942037
2017-04-01 04:03:20 UTC,574,0.64,22,50,29,77.69111749999998,12.942037
2017-04-01 04:08:12 UTC,575,0.68,21,49,29,77.6891945,12.9427262
2017-04-01 04:14:43 UTC,576,0.69,21,47,29,77.6915534,12.941664999999999
2017-04-01 04:19:23 UTC,577,0.67,21,47,29,77.69035670000001,12.9409812
2017-04-01 04:23:56 UTC,578,0.67,21,45,29,77.6896712,12.940038699999999
2017-04-01 04:29:01 UTC,579,0.67,21,44,29,77.6896782,12.9396761
2017-04-01 04:35:49 UTC,580,0.67,21,44,29,77.6899824,12.9395748
2017-04-01 07:45:05 UTC,581,0.36,21,15,36,77.6896645,12.939410699999998
2017-04-01 07:49:21 UTC,582,0.36,21,15,36,77.6930251,12.939978
2017-04-01 07:53:05 UTC,583,0.36,21,15,36,77.6953155,12.939862
2017-04-01 08:00:33 UTC,584,0.36,21,15,36,77.6976205,12.9439129
2017-04-01 08:05:14 UTC,585,0.36,20,15,36,77.70018,12.9528644
2017-04-01 08:09:43 UTC,586,0.36,18,15,36,77.7009083,12.955496499999999
2017-04-01 08:15:16 UTC,587,0.36,17,15,36,77.7014322,12.959194199999999
2017-04-01 08:18:02 UTC,588,0.36,17,15,36,77.7015217,12.9599933
2017-04-01 08:22:54 UTC,589,0.36,15,15,36,77.701902025035,12.956887165483133
2017-04-01 08:25:30 UTC,590,0.37,10,15,36,77.701902025035,12.956887165483133
2017-04-01 08:30:32 UTC,591,0.38,10,14,36,77.701902025035,12.956887165483133
2017-04-01 08:34:40 UTC,592,0.38,10,14,36,77.701902025035,12.956887165483133
2017-04-01 08:39:23 UTC,593,0.38,10,14,36,77.7010277,12.9558867
2017-04-01 08:43:56 UTC,594,0.4,9,14,36,77.69985229999999,12.951584599999999
2017-04-01 08:49:01 UTC,595,0.4,10,14,36,77.6974348,12.9430574
2017-04-01 08:53:23 UTC,596,0.42,12,13,36,77.6912026,12.9353882
2017-04-01 08:58:11 UTC,597,0.43,14,13,36,77.6835887,12.9292046
2017-04-01 09:03:32 UTC,598,0.43,15,13,36,77.6780765,12.9265295
2017-04-01 09:08:10 UTC,599,0.44,18,13,36,77.6750421,12.924737
2017-04-01 09:12:28 UTC,600,0.44,18,13,36,77.6759816,12.9253556
2017-04-01 09:18:35 UTC,601,0.44,18,13,36,77.67775340000001,12.9267195
2017-04-01 09:23:44 UTC,602,0.45,18,12,36,77.6819974,12.9286025
2017-04-01 11:26:13 UTC,603,0.44,18,13,33,77.6901162,12.9347633
2017-04-01 11:31:04 UTC,604,0.44,18,13,33,77.6881316,12.9360979
2017-04-01 11:36:34 UTC,605,0.44,18,13,33,77.6888373,12.939214100000001
2017-04-01 11:41:15 UTC,606,0.44,19,13,33,77.6940079,12.9400314
2017-04-01 11:47:40 UTC,607,0.42,20,13,33,77.6951392,12.9391942
2017-04-01 11:53:03 UTC,608,0.41,20,14,33,77.695725,12.940579099999999
2017-04-01 11:57:09 UTC,609,0.4,22,13,33,77.6956848,12.9410673
2017-04-01 12:03:13 UTC,610,0.4,25,13,33,77.6956786,12.941067199999999
2017-04-01 12:08:25 UTC,611,0.45,25,14,33,77.69577109999999,12.941087
2017-04-01 12:13:57 UTC,612,0.45,25,15,33,77.6952854,12.9398224
2017-04-01 12:18:15 UTC,613,0.48,25,15,33,77.6948074,12.9394668
2017-04-01 12:22:46 UTC,614,0.49,25,15,33,77.69217859999999,12.9401382
2017-04-01 12:26:51 UTC,615,0.5,25,15,33,77.68953590000001,12.9394491
2017-04-01 12:32:25 UTC,616,0.5,26,15,33,77.6881719,12.936427199999999
2017-04-01 12:36:46 UTC,617,0.5,26,15,33,77.6916884,12.9362064
2017-04-01 12:40:07 UTC,618,0.48,26,15,33,77.69169790000001,12.9368921
2017-04-01 12:45:36 UTC,619,0.48,26,16,33,77.69169790000001,12.9368921
2017-04-01 12:51:43 UTC,620,0.48,26,16,33,77.69169790000001,12.9368921
2017-04-01 12:56:11 UTC,621,0.47,26,16,33,77.69169790000001,12.9368921
2017-04-01 13:02:44 UTC,622,0.47,26,16,33,77.6917715,12.9369229
2017-04-01 13:07:25 UTC,623,0.47,26,16,33,77.6908509,12.9307978
2017-04-01 13:12:54 UTC,624,0.47,26,16,33,77.6700629,12.9351212
2017-04-01 13:16:24 UTC,625,0.44,27,17,33,77.6862014,12.9228305
2017-04-01 13:23:10 UTC,626,0.44,26,18,33,77.65323599999999,12.923988699999999
2017-04-01 13:28:01 UTC,627,0.43,27,18,33,77.6512985,12.9243469
2017-04-02 02:37:15 UTC,628,0.46,12,95,29,77.64772690000001,12.9244754
2017-04-02 02:41:19 UTC,629,0.46,13,95,29,77.6309531,12.9242728
2017-04-02 02:44:23 UTC,630,0.46,13,95,29,77.6292854,12.9240004
2017-04-02 02:48:44 UTC,631,0.46,13,95,29,77.6273334,12.9247161
2017-04-02 02:53:02 UTC,632,0.46,13,95,29,77.6160666,12.929350300000001
2017-04-02 02:59:06 UTC,633,0.47,14,95,29,77.6137708,12.9314549
2017-04-02 03:03:19 UTC,634,0.47,15,95,29,77.6106705,12.9340629
2017-04-02 03:08:22 UTC,635,0.47,17,93,29,77.6098006,12.9345965
2017-04-02 03:13:44 UTC,636,0.48,19,95,29,77.6058618,12.9363496
2017-04-02 03:18:57 UTC,637,0.48,19,95,29,77.6057722,12.936521899999999
2017-04-02 03:24:02 UTC,638,0.49,19,95,29,77.5994997,12.9375092
2017-04-02 03:29:34 UTC,639,0.49,19,95,29,77.598146,12.9402638
2017-04-02 03:34:28 UTC,640,0.49,19,94,29,77.59712579999999,12.941949900000001
2017-04-02 03:38:56 UTC,641,0.49,19,94,29,77.5973357,12.9434963
2017-04-02 03:44:07 UTC,642,0.5,19,94,29,77.59692690000001,12.9446819
